date,hour,direction,count
2026-03-05,5,southbound,211
2026-03-05,6,southbound,517
2026-03-05,7,southbound,949
2026-03-05,8,southbound,1028
2026-03-05,9,southbound,786
2026-03-05,10,southbound,703
2026-03-05,11,southbound,680
2026-03-05,12,southbound,695
2026-03-05,13,southbound,700
2026-03-05,14,southbound,697
2026-03-05,15,southbound,915
2026-03-05,16,southbound,1433
2026-03-05,17,southbound,1515
2026-03-05,18,southbound,1173
2026-03-05,19,southbound,636
2026-03-05,20,southbound,447
2026-03-05,21,southbound,330
2026-03-05,22,southbound,192
2026-03-05,23,southbound,119
2026-03-06,0,northbound,67
2026-03-06,1,northbound,26
2026-03-06,2,northbound,31
2026-03-06,3,northbound,20
2026-03-06,4,northbound,69
2026-03-06,5,northbound,287
2026-03-06,6,northbound,876
2026-03-06,7,northbound,1592
2026-03-06,8,northbound,1725
2026-03-06,9,northbound,1221
2026-03-06,10,northbound,801
2026-03-06,11,northbound,769
2026-03-06,12,northbound,807
2026-03-06,13,northbound,775
2026-03-06,14,northbound,844
2026-03-06,15,northbound,1072
2026-03-06,16,northbound,1059
2026-03-06,17,northbound,1245
2026-03-06,18,northbound,902
2026-03-06,19,northbound,729
2026-03-06,20,northbound,501
2026-03-06,21,northbound,348
2026-03-06,22,northbound,235
2026-03-06,23,northbound,123
2026-03-06,0,southbound,64
2026-03-06,1,southbound,25
2026-03-06,2,southbound,24
2026-03-06,3,southbound,29
2026-03-06,4,southbound,57
2026-03-06,5,southbound,259
2026-03-06,6,southbound,558
2026-03-06,7,southbound,918
2026-03-06,8,southbound,1070
2026-03-06,9,southbound,752
2026-03-06,10,southbound,718
2026-03-06,11,southbound,682
2026-03-06,12,southbound,699
2026-03-06,13,southbound,748
2026-03-06,14,southbound,784
2026-03-06,15,southbound,939
2026-03-06,16,southbound,1416
2026-03-06,17,southbound,1578
2026-03-06,18,southbound,1257
2026-03-06,19,southbound,660
2026-03-06,20,southbound,448
2026-03-06,21,southbound,330
2026-03-06,22,southbound,207
2026-03-06,23,southbound,120
2026-03-07,0,northbound,113
2026-03-07,1,northbound,88
2026-03-07,2,northbound,58
2026-03-07,3,northbound,50
2026-03-07,4,northbound,40
2026-03-07,5,northbound,93
2026-03-07,6,northbound,216
2026-03-07,7,northbound,344
2026-03-07,8,northbound,551
2026-03-07,9,northbound,787
2026-03-07,10,northbound,824
2026-03-07,11,northbound,990
2026-03-07,12,northbound,1180
2026-03-07,13,northbound,1189
2026-03-07,14,northbound,1178
2026-03-07,15,northbound,1067
2026-03-07,16,northbound,835
2026-03-07,17,northbound,792
2026-03-07,18,northbound,686
2026-03-07,19,northbound,702
2026-03-07,20,northbound,523
2026-03-07,21,northbound,465
2026-03-07,22,northbound,370
2026-03-07,23,northbound,214
2026-03-07,0,southbound,117
2026-03-07,1,southbound,89
2026-03-07,2,southbound,51
2026-03-07,3,southbound,35
2026-03-07,4,southbound,46
2026-03-07,5,southbound,78
2026-03-07,6,southbound,124
2026-03-07,7,southbound,177
2026-03-07,8,southbound,345
2026-03-07,9,southbound,482
2026-03-07,10,southbound,804
2026-03-07,11,southbound,905
2026-03-07,12,southbound,1061
2026-03-07,13,southbound,1096
2026-03-07,14,southbound,1076
2026-03-07,15,southbound,1011
2026-03-07,16,southbound,1198
2026-03-07,17,southbound,1015
2026-03-07,18,southbound,890
2026-03-07,19,southbound,594
2026-03-07,20,southbound,463
2026-03-07,21,southbound,414
2026-03-07,22,southbound,336
2026-03-07,23,southbound,212
2026-03-08,0,northbound,119
2026-03-08,1,northbound,97
2026-03-08,2,northbound,59
2026-03-08,3,northbound,53
2026-03-08,4,northbound,51
2026-03-08,5,northbound,84
2026-03-08,6,northbound,210
2026-03-08,7,northbound,390
2026-03-08,8,northbound,552
2026-03-08,9,northbound,830
2026-03-08,10,northbound,903
2026-03-08,11,northbound,1111
2026-03-08,12,northbound,1191
2026-03-08,13,northbound,1194
2026-03-08,14,northbound,1147
2026-03-08,15,northbound,1151
2026-03-08,16,northbound,887
2026-03-08,17,northbound,760
2026-03-08,18,northbound,697
2026-03-08,19,northbound,690
2026-03-08,20,northbound,559
2026-03-08,21,northbound,468
2026-03-08,22,northbound,340
2026-03-08,23,northbound,195
2026-03-08,0,southbound,133
2026-03-08,1,southbound,83
2026-03-08,2,southbound,60
2026-03-08,3,southbound,31
2026-03-08,4,southbound,36
2026-03-08,5,southbound,79
2026-03-08,6,southbound,125
2026-03-08,7,southbound,242
2026-03-08,8,southbound,341
2026-03-08,9,southbound,545
2026-03-08,10,southbound,817
2026-03-08,11,southbound,967
2026-03-08,12,southbound,1024
2026-03-08,13,southbound,1056
2026-03-08,14,southbound,1078
2026-03-08,15,southbound,1032
2026-03-08,16,southbound,1162
2026-03-08,17,southbound,1023
2026-03-08,18,southbound,883
2026-03-08,19,southbound,568
2026-03-08,20,southbound,555
2026-03-08,21,southbound,431
2026-03-08,22,southbound,311
2026-03-08,23,southbound,202
2026-03-09,0,northbound,56
2026-03-09,1,northbound,27
2026-03-09,2,northbound,28
2026-03-09,3,northbound,30
2026-03-09,4,northbound,63
2026-03-09,5,northbound,260
2026-03-09,6,northbound,844
2026-03-09,7,northbound,1430
2026-03-09,8,northbound,1768
2026-03-09,9,northbound,1302
2026-03-09,10,northbound,798
2026-03-09,11,northbound,742
2026-03-09,12,northbound,745
2026-03-09,13,northbound,808
2026-03-09,14,northbound,848
2026-03-09,15,northbound,1031
2026-03-09,16,northbound,1000
2026-03-09,17,northbound,1132
2026-03-09,18,northbound,906
2026-03-09,19,northbound,725
2026-03-09,20,northbound,453
2026-03-09,21,northbound,354
2026-03-09,22,northbound,221
2026-03-09,23,northbound,107
2026-03-09,0,southbound,39
2026-03-09,1,southbound,27
2026-03-09,2,southbound,27
2026-03-09,3,southbound,30
2026-03-09,4,southbound,73
2026-03-09,5,southbound,228
2026-03-09,6,southbound,544
2026-03-09,7,southbound,931
2026-03-09,8,southbound,1040
2026-03-09,9,southbound,761
2026-03-09,10,southbound,743
2026-03-09,11,southbound,680
2026-03-09,12,southbound,710
2026-03-09,13,southbound,750
2026-03-09,14,southbound,776
2026-03-09,15,southbound,913
2026-03-09,16,southbound,1387
2026-03-09,17,southbound,1563
2026-03-09,18,southbound,1144
2026-03-09,19,southbound,617
2026-03-09,20,southbound,423
2026-03-09,21,southbound,327
2026-03-09,22,southbound,196
2026-03-09,23,southbound,109
2026-03-10,0,northbound,50
2026-03-10,1,northbound,31
2026-03-10,2,northbound,37
2026-03-10,3,northbound,28
2026-03-10,4,northbound,76
2026-03-10,5,northbound,260
2026-03-10,6,northbound,896
2026-03-10,7,northbound,1581
2026-03-10,8,northbound,1819
2026-03-10,9,northbound,1309
2026-03-10,10,northbound,854
2026-03-10,11,northbound,777
2026-03-10,12,northbound,839
2026-03-10,13,northbound,791
2026-03-10,14,northbound,821
2026-03-10,15,northbound,980
2026-03-10,16,northbound,1023
2026-03-10,17,northbound,1223
2026-03-10,18,northbound,915
2026-03-10,19,northbound,734
2026-03-10,20,northbound,486
2026-03-10,21,northbound,371
2026-03-10,22,northbound,251
2026-03-10,23,northbound,129
2026-03-10,0,southbound,48
2026-03-10,1,southbound,31
2026-03-10,2,southbound,23
2026-03-10,3,southbound,21
2026-03-10,4,southbound,57
2026-03-10,5,southbound,228
2026-03-10,6,southbound,521
2026-03-10,7,southbound,874
2026-03-10,8,southbound,1129
2026-03-10,9,southbound,778
2026-03-10,10,southbound,727
2026-03-10,11,southbound,720
2026-03-10,12,southbound,750
2026-03-10,13,southbound,746
2026-03-10,14,southbound,769
2026-03-10,15,southbound,946
2026-03-10,16,southbound,1446
2026-03-10,17,southbound,1563
2026-03-10,18,southbound,1142
2026-03-10,19,southbound,617
2026-03-10,20,southbound,455
2026-03-10,21,southbound,321
2026-03-10,22,southbound,209
2026-03-10,23,southbound,114
2026-03-11,0,northbound,67
2026-03-11,1,northbound,21
2026-03-11,2,northbound,16
2026-03-11,3,northbound,35
2026-03-11,4,northbound,69
2026-03-11,5,northbound,251
2026-03-11,6,northbound,871
2026-03-11,7,northbound,1515
2026-03-11,8,northbound,1745
2026-03-11,9,northbound,1238
2026-03-11,10,northbound,805
2026-03-11,11,northbound,734
2026-03-11,12,northbound,768
2026-03-11,13,northbound,822
2026-03-11,14,northbound,840
2026-03-11,15,northbound,1063
2026-03-11,16,northbound,1123
2026-03-11,17,northbound,1206
2026-03-11,18,northbound,923
2026-03-11,19,northbound,711
2026-03-11,20,northbound,468
2026-03-11,21,northbound,340
2026-03-11,22,northbound,240
2026-03-11,23,northbound,111
2026-03-11,0,southbound,65
2026-03-11,1,southbound,32
2026-03-11,2,southbound,26
2026-03-11,3,southbound,20
2026-03-11,4,southbound,83
2026-03-11,5,southbound,206
2026-03-11,6,southbound,509
2026-03-11,7,southbound,965
2026-03-11,8,southbound,970
2026-03-11,9,southbound,786
2026-03-11,10,southbound,735
2026-03-11,11,southbound,722
2026-03-11,12,southbound,742
2026-03-11,13,southbound,759
2026-03-11,14,southbound,761
2026-03-11,15,southbound,869
2026-03-11,16,southbound,1505
2026-03-11,17,southbound,1638
2026-03-11,18,southbound,1193
2026-03-11,19,southbound,670
2026-03-11,20,southbound,423
2026-03-11,21,southbound,345
2026-03-11,22,southbound,212
2026-03-11,23,southbound,102
2026-03-12,0,northbound,48
2026-03-12,1,northbound,24
2026-03-12,2,northbound,27
2026-03-12,3,northbound,40
2026-03-12,4,northbound,69
2026-03-12,5,northbound,236
2026-03-12,6,northbound,819
2026-03-12,7,northbound,1524
2026-03-12,8,northbound,1799
2026-03-12,9,northbound,1290
2026-03-12,10,northbound,830
2026-03-12,11,northbound,758
2026-03-12,12,northbound,813
2026-03-12,13,northbound,848
2026-03-12,14,northbound,828
2026-03-12,15,northbound,1062
2026-03-12,16,northbound,1107
2026-03-12,17,northbound,1117
2026-03-12,18,northbound,932
2026-03-12,19,northbound,746
2026-03-12,20,northbound,475
2026-03-12,21,northbound,377
2026-03-12,22,northbound,226
2026-03-12,23,northbound,110
2026-03-12,0,southbound,64
2026-03-12,1,southbound,33
2026-03-12,2,southbound,23
2026-03-12,3,southbound,27
2026-03-12,4,southbound,68
2026-03-12,5,southbound,241
2026-03-12,6,southbound,494
2026-03-12,7,southbound,931
2026-03-12,8,southbound,1000
2026-03-12,9,southbound,784
2026-03-12,10,southbound,718
2026-03-12,11,southbound,698
2026-03-12,12,southbound,732
2026-03-12,13,southbound,714
2026-03-12,14,southbound,789
2026-03-12,15,southbound,905
2026-03-12,16,southbound,1518
2026-03-12,17,southbound,1548
2026-03-12,18,southbound,1236
2026-03-12,19,southbound,606
2026-03-12,20,southbound,425
2026-03-12,21,southbound,313
2026-03-12,22,southbound,202
2026-03-12,23,southbound,106
2026-03-13,0,northbound,66
2026-03-13,1,northbound,24
2026-03-13,2,northbound,24
2026-03-13,3,northbound,20
2026-03-13,4,northbound,74
2026-03-13,5,northbound,270
2026-03-13,6,northbound,833
2026-03-13,7,northbound,1451
2026-03-13,8,northbound,1857
2026-03-13,9,northbound,1291
2026-03-13,10,northbound,783
2026-03-13,11,northbound,790
2026-03-13,12,northbound,807
2026-03-13,13,northbound,779
2026-03-13,14,northbound,883
2026-03-13,15,northbound,997
2026-03-13,16,northbound,1012
2026-03-13,17,northbound,1140
2026-03-13,18,northbound,952
2026-03-13,19,northbound,725
2026-03-13,20,northbound,449
2026-03-13,21,northbound,372
2026-03-13,22,northbound,214
2026-03-13,23,northbound,119
2026-03-13,0,southbound,48
2026-03-13,1,southbound,24
2026-03-13,2,southbound,21
2026-03-13,3,southbound,22
2026-03-13,4,southbound,63
2026-03-13,5,southbound,243
2026-03-13,6,southbound,508
2026-03-13,7,southbound,908
2026-03-13,8,southbound,1123
2026-03-13,9,southbound,717
2026-03-13,10,southbound,714
2026-03-13,11,southbound,673
2026-03-13,12,southbound,732
2026-03-13,13,southbound,657
2026-03-13,14,southbound,749
2026-03-13,15,southbound,886
2026-03-13,16,southbound,1435
2026-03-13,17,southbound,1553
2026-03-13,18,southbound,1204
2026-03-13,19,southbound,636
2026-03-13,20,southbound,444
2026-03-13,21,southbound,319
2026-03-13,22,southbound,204
2026-03-13,23,southbound,89
2026-03-14,0,northbound,137
2026-03-14,1,northbound,89
2026-03-14,2,northbound,68
2026-03-14,3,northbound,49
2026-03-14,4,northbound,35
2026-03-14,5,northbound,97
2026-03-14,6,northbound,233
2026-03-14,7,northbound,373
2026-03-14,8,northbound,566
2026-03-14,9,northbound,845
2026-03-14,10,northbound,876
2026-03-14,11,northbound,1073
2026-03-14,12,northbound,1154
2026-03-14,13,northbound,1186
2026-03-14,14,northbound,1122
2026-03-14,15,northbound,1093
2026-03-14,16,northbound,894
2026-03-14,17,northbound,786
2026-03-14,18,northbound,680
2026-03-14,19,northbound,622
2026-03-14,20,northbound,575
2026-03-14,21,northbound,460
2026-03-14,22,northbound,349
2026-03-14,23,northbound,211
2026-03-14,0,southbound,112
2026-03-14,1,southbound,79
2026-03-14,2,southbound,59
2026-03-14,3,southbound,29
2026-03-14,4,southbound,42
2026-03-14,5,southbound,80
2026-03-14,6,southbound,133
2026-03-14,7,southbound,234
2026-03-14,8,southbound,362
2026-03-14,9,southbound,461
2026-03-14,10,southbound,750
2026-03-14,11,southbound,906
2026-03-14,12,southbound,1050
2026-03-14,13,southbound,1094
2026-03-14,14,southbound,974
2026-03-14,15,southbound,960
2026-03-14,16,southbound,1131
2026-03-14,17,southbound,1019
2026-03-14,18,southbound,849
2026-03-14,19,southbound,614
2026-03-14,20,southbound,481
2026-03-14,21,southbound,417
2026-03-14,22,southbound,286
2026-03-14,23,southbound,174
2026-03-15,0,northbound,128
2026-03-15,1,northbound,94
2026-03-15,2,northbound,56
2026-03-15,3,northbound,34
2026-03-15,4,northbound,45
2026-03-15,5,northbound,92
2026-03-15,6,northbound,219
2026-03-15,7,northbound,343
2026-03-15,8,northbound,607
2026-03-15,9,northbound,836
2026-03-15,10,northbound,872
2026-03-15,11,northbound,1115
2026-03-15,12,northbound,1190
2026-03-15,13,northbound,1215
2026-03-15,14,northbound,1168
2026-03-15,15,northbound,1099
2026-03-15,16,northbound,879
2026-03-15,17,northbound,738
2026-03-15,18,northbound,709
2026-03-15,19,northbound,668
2026-03-15,20,northbound,528
2026-03-15,21,northbound,474
2026-03-15,22,northbound,308
2026-03-15,23,northbound,193
2026-03-15,0,southbound,126
2026-03-15,1,southbound,70
2026-03-15,2,southbound,48
2026-03-15,3,southbound,34
2026-03-15,4,southbound,42
2026-03-15,5,southbound,79
2026-03-15,6,southbound,127
2026-03-15,7,southbound,220
2026-03-15,8,southbound,326
2026-03-15,9,southbound,478
2026-03-15,10,southbound,858
2026-03-15,11,southbound,902
2026-03-15,12,southbound,1073
2026-03-15,13,southbound,1085
2026-03-15,14,southbound,1066
2026-03-15,15,southbound,997
2026-03-15,16,southbound,1200
2026-03-15,17,southbound,1051
2026-03-15,18,southbound,895
2026-03-15,19,southbound,639
2026-03-15,20,southbound,458
2026-03-15,21,southbound,410
2026-03-15,22,southbound,299
2026-03-15,23,southbound,213
