ATCOCode,CommonName,LocalityName,StopType,Longitude,Latitude
450010001,Helston Road,Middleton,BCT,-1.561961704797171,53.75187778668515
450010005,Bodmin Road,Middleton,BCT,-1.559260131869481,53.75208360442012
450010006,Bodmin Road,Middleton,BCT,-1.560037249551253,53.75318300603728
450010021,Broom Place,Belle Isle,BCT,-1.519169324501888,53.75550685279175
450010022,Lea Park Drive,Belle Isle,BCT,-1.518950357235902,53.76007193496815
450010023,Middlecroft Close,Belle Isle,BCT,-1.517756006421877,53.76237708226768
450010024,Middlecroft Close,Belle Isle,BCT,-1.518038651448271,53.762863575879514
450010025,Hunslet Cemetery,Hunslet Carr,BCT,-1.524339973594401,53.76769736107169
450010026,Woodhouse Hill Road,Hunslet Carr,BCT,-1.523814042706307,53.769933309432936
450010027,Leasowe Road,Hunslet Carr,BCT,-1.522288747453059,53.771985517549965
450010028,Playfair Road,Hunslet Carr,BCT,-1.530495969193225,53.77344702434696
450010029,Moor Road,Hunslet Carr,BCT,-1.530865066817878,53.771641863438056
450010030,Moor Road,Hunslet Carr,BCT,-1.53104222221292,53.77208297225233
450010031,Belle Isle Circus,Belle Isle,BCT,-1.52864356291269,53.76543137276963
450010032,Middleton Road,Belle Isle,BCT,-1.526574570445382,53.75785524317805
450010033,Lanshaw View,Middleton,BCT,-1.530119979682269,53.752754949992685
450010034,Lanshaw View,Middleton,BCT,-1.530347453977077,53.75275584094642
450010036,Dunlin Drive,Middleton,BCT,-1.531397165537433,53.75109714559001
450010037,Newhall Gate,Belle Isle,BCT,-1.532118037088618,53.75719389915729
450010038,Elmton Close,Belle Isle,BCT,-1.532316994528748,53.75976527293967
450010039,Belle Isle Circus,Belle Isle,BCT,-1.529140538980859,53.76575689599207
450010040,West Grange Drive,Hunslet Carr,BCT,-1.530603959960592,53.76920507044813
450010041,Ring Rd Middleton,Belle Isle,BCT,-1.526326317934964,53.75295574240092
450010042,Middleton Road,Belle Isle,BCT,-1.526794074471654,53.75721795370237
450010043,Petersfield Avenue,Belle Isle,BCT,-1.527267875355254,53.7609498857658
450010045,North Lingwell Road,Middleton,BCT,-1.542449068804816,53.75140946017124
450010051,Waincliffe Drive,Beeston,BCT,-1.56498442046693,53.76315985723136
450010052,Tommy Wass Junction,Beeston,BCT,-1.561357028803279,53.76480045570816
450010053,Barkly Road,Beeston,BCT,-1.556085884675503,53.76692022953795
450010054,Cross Flatts Grove,Beeston,BCT,-1.55332493606123,53.76833908611259
450010055,Cross Flatts Park,Beeston,BCT,-1.549974906104475,53.77091513301635
450010056,Hunslet Fire Stn,Beeston,BCT,-1.547939431303859,53.77255229850336
450010057,Oakley Terrace,Beeston,BCT,-1.54611476229189,53.77432504812795
450010058,Dewsbury Road Hub,Beeston Hill,BCT,-1.544882214859676,53.7788593552548
450010059,Hunslet Hall Road,Beeston Hill,BCT,-1.544267633304252,53.78236236831383
450010062,Parkfield Street,Crown Point,BCT,-1.542571445663325,53.7848276308097
450010065,Hunslet Hall Road,Beeston Hill,BCT,-1.544486999792568,53.78032291049013
450010066,Oakley Terrace,Beeston,BCT,-1.545949509941589,53.77417162552612
450010067,Cross Flatts Park,Beeston,BCT,-1.550865593930904,53.76991180601644
450010068,Cross Flatts Grove,Beeston,BCT,-1.554517753388453,53.76744471336436
450010069,Tommy Wass Junction,Beeston,BCT,-1.561719393788658,53.763507495948886
450010070,Waincliffe Drive,Beeston,BCT,-1.563813260014931,53.763461199328944
450010072,Tommy Wass PH,Beeston,BCT,-1.562891373194075,53.764590342338686
450010073,Cardinal Road,Beeston,BCT,-1.566792014024424,53.76587181149736
450010074,Beeston ASDA,Beeston,BCT,-1.564088825484561,53.76761469489252
450010075,Moorhouse Avenue,Beeston,BCT,-1.564541632912345,53.76930609795627
450010076,Co-op,Beeston,BCT,-1.565295076953056,53.77274227448056
450010077,Co-op,Beeston,BCT,-1.565052135581102,53.772759370098974
450010078,Beeston Terminus,Beeston,BCT,-1.571719060276651,53.772163178510745
450010079,Beeston Co-Op,Beeston,BCT,-1.564937663544208,53.773558893285895
450010080,Cross Flatts Drive,Beeston,BCT,-1.562032350402692,53.77571444701896
450010081,Cross Flatts Park Top,Beeston Hill,BCT,-1.560399891457646,53.7765623430093
450010082,Cross Flatts Park Top,Beeston Hill,BCT,-1.559896155729515,53.77684811435568
450010084,Beeston Hill,Beeston Hill,BCT,-1.556551599211048,53.777437999459075
450010085,Malvern Road,Beeston Hill,BCT,-1.552310503953903,53.779561408646614
450010086,Lady Pit Lane,Beeston Hill,BCT,-1.551141030751387,53.78107602204186
450010087,Northcote Green,Beeston Hill,BCT,-1.550111417689434,53.78227656614022
450010088,Northcote Green,Beeston Hill,BCT,-1.550173465183734,53.78215096591236
450010089,Northcote Crescent,Beeston Hill,BCT,-1.546552601143241,53.78157108806705
450010092,Beeston Hill Health Centre,Beeston Hill,BCT,-1.556422251828301,53.778192518875734
450010093,Cemetery Road Junction,Beeston Hill,BCT,-1.559271372125183,53.78144770926602
450010095,Top Moor Side,Holbeck,BCT,-1.559408003048175,53.78434236563499
450010097,Pleasant Street,Holbeck,BCT,-1.561222512452429,53.78644323126196
450010098,Pleasant Street,Holbeck,BCT,-1.562382367689724,53.787292343794356
450010100,Domestic Road,Wortley,BCT,-1.569620464942784,53.78747132032272
450010101,Domestic Road,Wortley,BCT,-1.569224652437335,53.7875867446031
450010102,Gelderd Business Pk,Wortley,BCT,-1.580618810278311,53.78043667004609
450010103,Wheatsheaf Junction,Wortley,BCT,-1.58350805976528,53.77830757708722
450010104,Heath Mount,Beeston,BCT,-1.573603215919577,53.77638529259429
450010105,Leeds Utd Stadium,Beeston,BCT,-1.570954222966079,53.77723870289349
450010106,Leeds Utd Stadium,Beeston,BCT,-1.570285472044849,53.7773441662988
450010107,Cemetery Road Junction,Beeston Hill,BCT,-1.560050388907951,53.78096521306023
450010112,Drysalters,Cottingley,BCT,-1.579094843852743,53.770454584986645
450010113,Drysalters,Cottingley,BCT,-1.577965364935224,53.769614726454854
450010116,Moor Road Station,Hunslet Carr,BCT,-1.537973193416964,53.77511188458357
450010118,City South Retail Park,Hunslet Carr,BCT,-1.536636914898341,53.77658077544263
450010120,Hunslet Green Retail Centre,Hunslet,BCT,-1.531677839200079,53.77768502913746
450010240,Oakwood Clock,Oakwood,BCT,-1.503866531313531,53.827555783439834
450010242,Oakwood Ln Dib Lane,Fearnville,BCT,-1.491475885941278,53.81822828888377
450010243,Fearnville Leis Ctr,Gipton,BCT,-1.491412598884553,53.815927084263315
450010278,Wortley Ringways,Wortley,BCT,-1.594447896468251,53.781580751289795
450010279,Royds Lane,Wortley,BCT,-1.591305177980981,53.78171389672052
450010280,Dixon Lane,Wortley,BCT,-1.585806602584106,53.78220736061179
450010281,Sheepscar St North,Sheepscar,BCT,-1.538294562096659,53.81220680145658
450010282,Scott Hall Grove,Chapeltown,BCT,-1.543976555104903,53.82181873403564
450010283,Scott Hall Stainbeck Lane,Chapel Allerton,BCT,-1.547070860781805,53.82787937333568
450010286,Scott Hall Sports Centre,Chapel Allerton,BCT,-1.545669985412238,53.82395531231153
450010287,Scott Hall Grove,Chapeltown,BCT,-1.543835943409458,53.82217771994013
450010288,Sholebroke Mount,Chapeltown,BCT,-1.540140700391588,53.81837068030471
450010290,Sheepscar St North,Sheepscar,BCT,-1.536262440601093,53.8105631465432
450010292,Lincoln Green Ctr,Mabgate,BCT,-1.527723933055663,53.802782165130566
450010293,Lincoln Green Centre,Mabgate,BCT,-1.528752650012557,53.80311876664426
450010294,Lincoln Green Road,Burmantofts,BCT,-1.523929509403598,53.80265032774727
450010296,Bexley Wing,St Jamess Hospital,BCT,-1.522208392501046,53.804459071771795
450010297,St James's Hospital,St Jamess Hospital,BCT,-1.520508256129594,53.80574656846568
450010298,St James Hospital,St Jamess Hospital,BCT,-1.519747607236556,53.807199588934225
450010299,St James's Hospital,St Jamess Hospital,BCT,-1.518729829582776,53.80723146384653
450010300,Lovell Park,Mabgate,BCT,-1.537185717653034,53.80256736339888
450010301,North St Benson Street,Sheepscar,BCT,-1.535708904824217,53.80568050688014
450010302,Sheepscar Junction,Sheepscar,BCT,-1.535395789162954,53.806533158122285
450010303,Sheepscar Junction,Sheepscar,BCT,-1.534919506618581,53.80703464306144
450010304,Roscoe Street,Sheepscar,BCT,-1.533705275152162,53.80835117184361
450010305,Roscoe Street,Sheepscar,BCT,-1.533673509478044,53.8084768808246
450010306,Enfield Centre,Sheepscar,BCT,-1.530672019965852,53.80936398359167
450010307,Enfield Centre,Sheepscar,BCT,-1.530216157380579,53.80938916411775
450010308,Fforde Grene Jct,Harehills,BCT,-1.515673611017742,53.818121648691914
450010309,Roundhay Road Tesco,Oakwood,BCT,-1.510415163728764,53.82228873186333
450010310,Oakwood Clock,Oakwood,BCT,-1.505420231356173,53.827211662735365
450010311,Oakwood Clock,Oakwood,BCT,-1.506294823165808,53.82647824612863
450010312,Ravenscar Avenue,Oakwood,BCT,-1.508166348618564,53.82363672871793
450010313,Roundhay Road Tesco,Oakwood,BCT,-1.511412755412352,53.821411971056946
450010314,Copgrove Road,Harehills,BCT,-1.513497075160711,53.819820570098685
450010315,Lascelles Terrace,Harehills,BCT,-1.519298191986368,53.81463089116568
450010316,Elford Place,Harehills,BCT,-1.521034323027616,53.81288516707717
450010324,Millshaw,Cottingley,BCT,-1.578219671126972,53.76694616314633
450010325,Cottingley Station,Cottingley,BCT,-1.586722996456652,53.76770379170013
450010326,Old Road,Cottingley,BCT,-1.581148435288751,53.76533857092334
450010327,Clarkson Terrace,Churwell,BCT,-1.585145004500586,53.76310543907142
450010328,Daffil Road,Churwell,BCT,-1.593009715129635,53.75924054101407
450010330,Laneside Farm,Churwell,BCT,-1.596439249315569,53.75590856076032
450010331,Church Street,Morley,BCT,-1.599866874130326,53.752720284432186
450010332,Asquith Drive,Morley,BCT,-1.610175283380134,53.75153184825949
450010333,Church St New Bank Street,Morley,BCT,-1.600262970074157,53.750932975131654
450010354,Horsfall Street,Morley,BCT,-1.613765362517578,53.753628697363474
450010370,Lower Wortley School,Wortley,BCT,-1.598782257737661,53.78220650986602
450010371,Branch Road,Farnley,BCT,-1.604680799566809,53.7827384064968
450010372,Whincover Drive,Farnley,BCT,-1.608608363660479,53.78633750899133
450010375,Tong Road,Farnley,BCT,-1.616598493750919,53.79226843864631
450010376,Stonebridge Lane,Farnley,BCT,-1.613788909437401,53.7907584292602
450010378,Whincover Drive,Farnley,BCT,-1.607600290122123,53.78539047291365
450010379,Branch Road,Farnley,BCT,-1.604511668652537,53.782971538265
450010380,Ring Road Lower Wortley,Farnley,BCT,-1.608811683035509,53.785691033382314
450010381,Whincover Hill,Farnley,BCT,-1.609540595251762,53.7856484672288
450010384,Whincover Gardens,Farnley,BCT,-1.612661388228536,53.7846249572402
450010385,Old Farnley,Farnley,BCT,-1.618443616755841,53.78632424471343
450010396,Henconner Lane,Gamble Hill,BCT,-1.619953130389038,53.79564062885643
450010397,Farrow Bank,Armley,BCT,-1.614441565008903,53.79407710900783
450010398,The Heights East,Armley,BCT,-1.613080074983046,53.793560409864035
450010399,Heights Dr Greenthorpe Road,Gamble Hill,BCT,-1.618096451298566,53.797818823027896
450010401,Queenswood Road,Beckett Park,BCT,-1.594167413987896,53.820102450612325
450010402,Queenswood Road,Beckett Park,BCT,-1.593365767856826,53.819749206103005
450010403,Woodbridge Place,Beckett Park,BCT,-1.598913811333501,53.82253617167533
450010405,Ghyll Road,West Park,BCT,-1.601822862070813,53.828145367057274
450010415,Hawkswood Avenue,Hawksworth,BCT,-1.616168861214743,53.829369514563275
450010416,Hawkswood Avenue,Hawksworth,BCT,-1.616681479915618,53.82980257481323
450010417,Vesper Road Surgery,Hawksworth,BCT,-1.611847059363162,53.82682999952672
450010418,Lea Farm Drive,Hawksworth,BCT,-1.607102180043144,53.825727019511085
450010419,Eden Drive,Headingley,BCT,-1.589440179241147,53.81731807363115
450010421,Hyde Park Picture House,Hyde Park,BCT,-1.569095126968432,53.812087645890976
450010427,Hyde Park Road,Hyde Park,BCT,-1.565019061301698,53.809727071434
450010437,Northside Retail Park,Meanwood,BCT,-1.56532111784426,53.82898046351944
450010438,Northside Retail Park,Meanwood,BCT,-1.565426257077135,53.82909768799525
450010439,Green Road,Meanwood,BCT,-1.567027592069591,53.82851026712308
450010440,Green Road,Meanwood,BCT,-1.566964969842294,53.828689800973464
450010441,Green View,Meanwood,BCT,-1.56851963808499,53.829684077284064
450010444,Wharfedale Avenue,Meanwood,BCT,-1.549871171560978,53.81749977679183
450010445,Shaw Lane,Headingley,BCT,-1.579136989262061,53.82389755454046
450010446,Grove Lane Junction,Meanwood,BCT,-1.564627628102246,53.824061519741065
450010447,Meanwood Health Centre,Meanwood,BCT,-1.565153103301097,53.82613066265623
450010448,Woodhouse Cricket Club,Meanwood,BCT,-1.558957320406379,53.82154215665908
450010449,Ridge Grove,Meanwood,BCT,-1.556372287661906,53.82035520247627
450010450,Sugarwell Court,Meanwood,BCT,-1.551971719355872,53.818505304696075
450010451,Wharfedale Avenue,Meanwood,BCT,-1.548538843971169,53.81709930047683
450010452,Buslingthorpe Green,Little London,BCT,-1.543703923123998,53.81335099119178
450010453,Meanwood Rd Cambridge Road,Little London,BCT,-1.541557787486511,53.81099693955497
450010454,Craven Road,Woodhouse,BCT,-1.549060687466131,53.81234660290335
450010455,Charing Cross,Woodhouse,BCT,-1.551029844678924,53.8128303500304
450010456,Charing Cross,Woodhouse,BCT,-1.551073293081541,53.81302824889522
450010549,Haigh Side Drive,Rothwell,BCT,-1.490592919428068,53.75571245883899
450010550,Haigh Side Drive,Rothwell,BCT,-1.490152563591449,53.7557555283366
450010551,Haigh Avenue,Rothwell,BCT,-1.493468070160064,53.756254935261744
450010552,Haigh Avenue,Rothwell,BCT,-1.494256601115601,53.75626725097997
450010553,Low Shops Lane,Rothwell,BCT,-1.497374177142763,53.75683761984513
450010554,St George's Park,Rothwell,BCT,-1.500658563750404,53.75741759012072
450010555,Jaw Bones,Rothwell,BCT,-1.503169747569519,53.75797629362666
450010570,Wood Lane End,Rothwell,BCT,-1.504674112191543,53.75773983652971
450010571,Byron Street,Mabgate,BCT,-1.533494842256622,53.801312723090184
450010573,Cross Stamford St,Mabgate,BCT,-1.530910845782371,53.80565286032823
450010574,Grant Avenue,Harehills,BCT,-1.526942688981525,53.80879208380825
450010575,Cross Stamford St,Mabgate,BCT,-1.530515860140327,53.8056692918397
450010601,City West Business Park,Wortley,BCT,-1.585075085495858,53.77789955588092
450010602,Ringways Ring Road,Wortley,BCT,-1.594166062302166,53.780905694778866
450010603,Pavillion Business Park,Wortley,BCT,-1.590485478759655,53.78017414541728
450010604,City West Business Park,Wortley,BCT,-1.583489272754794,53.777139064472365
450010618,Fawcett Avenue,Wortley,BCT,-1.595958703688387,53.78386881166618
450010619,Western Grove,Wortley,BCT,-1.594231042990478,53.78518422410078
450010620,Dixon Lane Kellett Crescent,Wortley,BCT,-1.586269627015589,53.78296395415122
450010621,Crown Point D,Crown Point,BCT,-1.539156598767445,53.79036918322931
450010622,Brookfield Street,Crown Point,BCT,-1.534319707719059,53.787150760036994
450010624,Stafford Street,Hunslet,BCT,-1.528574422726509,53.78244554151625
450010625,Church Street,Hunslet,BCT,-1.523736302140167,53.77948733344201
450010626,Haigh Park Road,Stourton,BCT,-1.506635410207572,53.77028632828514
450010627,Intermezzo Drive,Stourton,BCT,-1.503443388517983,53.76821488283879
450010641,Intermezzo Drive,Stourton,BCT,-1.505990219329219,53.76967248237938
450010642,Queen Street,Stourton,BCT,-1.516248387067804,53.7721320854654
450010643,Severn Road,Hunslet,BCT,-1.519837977542152,53.77800673785227
450010644,Balmoral Chase,Hunslet,BCT,-1.522443322824518,53.778421600522485
450010645,Church Street,Hunslet,BCT,-1.525925277188489,53.780502667490175
450010646,Stafford Street,Hunslet,BCT,-1.529707474266127,53.782908379747944
450010647,Brookfield Street,Crown Point,BCT,-1.533659872903467,53.78642915239199
450010648,Crown Point F,Crown Point,BCT,-1.541507117413728,53.79057592492801
450010655,Headrow F,Leeds City Centre,BCT,-1.540657312787799,53.79889560613179
450010657,Headrow D,Leeds City Centre,BCT,-1.542522501262406,53.79910046805686
450010658,Headrow C,Leeds City Centre,BCT,-1.543037897686558,53.79917433607464
450010659,Headrow B,Leeds City Centre,BCT,-1.544296617446924,53.79930495512898
450010662,Civic O,Leeds City Centre,BCT,-1.550321863202232,53.79950744494409
450010663,Civic N,Leeds City Centre,BCT,-1.551610213245407,53.79971000248447
450010665,Civic K,Leeds City Centre,BCT,-1.54740569009527,53.79961332654136
450010666,Headrow G,Leeds City Centre,BCT,-1.541004528251391,53.799076695504674
450010667,Headrow H,Leeds City Centre,BCT,-1.540640560541418,53.79903935065444
450010668,Victoria A,Leeds City Centre,BCT,-1.538759709700541,53.79887933944562
450010669,Victoria B,Leeds City Centre,BCT,-1.538517099855727,53.79885144257661
450010671,Victoria D,Leeds City Centre,BCT,-1.537136563969148,53.79875624516475
450010676,Victoria N,Leeds City Centre,BCT,-1.539541478144148,53.79958340887585
450010678,Victoria P,Leeds City Centre,BCT,-1.539735266938143,53.79852356349617
450010679,Victoria Q,Leeds City Centre,BCT,-1.539828715893818,53.79830820888381
450010682,Corn Exchange D,Leeds City Centre,BCT,-1.540205056633957,53.79721311027609
450010683,Corn Exchange B,Leeds City Centre,BCT,-1.540590079297978,53.79671125448759
450010684,Corn Exchange A,Leeds City Centre,BCT,-1.540790962527463,53.79638845380385
450010685,Trinity M,Leeds City Centre,BCT,-1.543027702844854,53.795920626148984
450010686,Trinity N,Leeds City Centre,BCT,-1.543559509677285,53.795877709952464
450010687,Trinity R,Leeds City Centre,BCT,-1.543330142855792,53.79602963403351
450010688,Trinity O,Leeds City Centre,BCT,-1.544045968732666,53.795816643013545
450010689,Trinity P,Leeds City Centre,BCT,-1.544395899320901,53.79574606777224
450010695,Wellington D,Leeds City Centre,BCT,-1.558106900848063,53.79695679814071
450010696,Wellington E,Leeds City Centre,BCT,-1.55841033119683,53.79697589117433
450010697,Wellington F,Leeds City Centre,BCT,-1.557983942037867,53.79710015388881
450010700,City Square G,Leeds City Centre,BCT,-1.547004120768676,53.797427717931285
450010702,City Square H,Leeds City Centre,BCT,-1.547006927901608,53.79716707535042
450010703,Mansion Gate,Chapel Allerton,BCT,-1.531340882797323,53.824286706081914
450010704,City Square I,Leeds City Centre,BCT,-1.547009638194951,53.796915420433855
450010705,Fforde Grene Junction,Harehills,BCT,-1.516417951486559,53.81811566195922
450010706,Fforde Grene Junction D,Harehills,BCT,-1.515560183678035,53.81742012520768
450010707,Harehills Morrisons,Harehills,BCT,-1.51317057139846,53.8126018618448
450010709,Compton Road,Harehills,BCT,-1.509790396986857,53.80943330287036
450010710,Compton Road,Harehills,BCT,-1.509847889958435,53.80971216683439
450010711,Harehills ASDA,Harehills,BCT,-1.505184830577126,53.80591805401636
450010712,Five Lane Ends,Wortley,BCT,-1.588673668237711,53.78854480608403
450010713,Highfield Gardens,Wortley,BCT,-1.585209458292816,53.78890139100261
450010714,Highfield Gardens,Wortley,BCT,-1.585742373034297,53.78873245918991
450010715,Copley Hill,New Wortley,BCT,-1.575495247990426,53.79039538561231
450010716,Copley Hill,New Wortley,BCT,-1.574932640295302,53.79049226243735
450010717,Clyde Gardens,New Wortley,BCT,-1.572938124788423,53.79108737936651
450010718,Clyde Approach,New Wortley,BCT,-1.570898199075266,53.79166432470126
450010719,Clyde Approach,New Wortley,BCT,-1.569527485011794,53.79210881732315
450010720,Torre Lane,Burmantofts,BCT,-1.508765645148077,53.79965910817337
450010721,Nowell Mount,Harehills,BCT,-1.507583334937876,53.80338430294829
450010722,Nowell Mount,Harehills,BCT,-1.507383847946482,53.803563245149576
450010723,Clifton Grove,Harehills,BCT,-1.5062020581819,53.8059312320315
450010724,Shakespeare Gardens,Burmantofts,BCT,-1.518434783601061,53.80382381338354
450010725,Ashley Road,Harehills,BCT,-1.517072345125222,53.808752771597085
450010726,Harehills Nice View,Harehills,BCT,-1.517048833141241,53.81608690906457
450010727,Harehills Place,Harehills,BCT,-1.51717910024215,53.814002211249736
450010728,Conway View,Harehills,BCT,-1.517161723640978,53.81154840944521
450010729,Ashley Road,Harehills,BCT,-1.516873699088394,53.80885982849908
450010730,Stanley Road,Harehills,BCT,-1.516301833157697,53.808408123223565
450010731,Stanley Road,Harehills,BCT,-1.516469695107844,53.80833689537861
450010732,Compton Centre,Harehills,BCT,-1.509816585782125,53.80848966589275
450010733,Shaftesbury Jct E,Harehills,BCT,-1.499083040145421,53.80188406946437
450010734,Shaftesbury Jct D,Harehills,BCT,-1.499447743600484,53.80185862713966
450010735,Shaftesbury Med Ctr,Osmondthorpe,BCT,-1.498010115599432,53.79891352770388
450010737,Pontefract Street,Richmond Hill,BCT,-1.519147767435241,53.79458695854663
450010738,Long Close Lane,Richmond Hill,BCT,-1.52276327696981,53.79302848297314
450010739,East Park Parade,Richmond Hill,BCT,-1.512113773307358,53.79242839446408
450010740,Ivy Street,East End Park,BCT,-1.508267383868679,53.79682583031575
450010741,Ivy Street,East End Park,BCT,-1.508931351441072,53.7971700955179
450010742,Neville Parade,Osmondthorpe,BCT,-1.495588811024814,53.79192863652525
450010743,Meadowfield School,Halton Moor,BCT,-1.491132191341952,53.79392314597363
450010744,Halton Moor Avenue,Halton Moor,BCT,-1.492001684421707,53.79231796604214
450010762,Tunstall Road,Beeston Hill,BCT,-1.543561908658138,53.776068037309344
450010764,Old Run Rd West Grange Drive,Hunslet Carr,BCT,-1.535049229007287,53.76920440583113
450010766,Hunslet Centre,Hunslet,BCT,-1.527992240901717,53.77887498765537
450010767,Hunslet Health Centre,Hunslet,BCT,-1.525706566421239,53.77971085250971
450010768,Hunslet Centre,Hunslet,BCT,-1.528560638803461,53.77825704531936
450010796,Woodpecker Junction,Quarry Hill,BCT,-1.525768429276312,53.7984601923713
450010800,Pontefract Lane,Richmond Hill,BCT,-1.522660216134901,53.79809733466447
450010802,Berking Avenue,Richmond Hill,BCT,-1.518257747529373,53.79807075324995
450010807,Lupton Avenue,East End Park,BCT,-1.509304349646542,53.799032148593966
450010810,Dawlish Terrace,East End Park,BCT,-1.505541710845381,53.800104257776624
450010812,Shaftesbury Junction B,Harehills,BCT,-1.499970364158399,53.801321522835615
450010815,Gipton Approach A,Osmondthorpe,BCT,-1.492026175727983,53.8016027387042
450010824,Gipton Approach C,Osmondthorpe,BCT,-1.493713487950317,53.80143909646174
450010826,Shaftesbury Junction A,Harehills,BCT,-1.499396107712857,53.80109442723011
450010828,Dawlish Terrace,East End Park,BCT,-1.50423595520082,53.80010785829764
450010830,Torre Road,East End Park,BCT,-1.507344555418139,53.7991409632469
450010832,Raincliffe Road,East End Park,BCT,-1.51334505084518,53.79752962301771
450010834,Berking Avenue,Richmond Hill,BCT,-1.518791354330487,53.797875157173415
450010835,Pontefract Lane,Richmond Hill,BCT,-1.522192455151565,53.79784380767296
450010857,Grove Lane Junction,Meanwood,BCT,-1.563024186514255,53.82486461296228
450010858,Stainbeck Avenue,Meanwood,BCT,-1.560535036752007,53.82755192373525
450010862,Miles Hill,Meanwood,BCT,-1.555077466390718,53.82500619376806
450010863,Miles Hill,Meanwood,BCT,-1.555533864444304,53.8249449685538
450010864,Stainbeck Avenue,Meanwood,BCT,-1.559935169490787,53.8268037229428
450010905,Cultural A,Leeds City Centre,BCT,-1.537236798741193,53.796545572977955
450010908,Cultural G,Leeds City Centre,BCT,-1.535037178683119,53.796393261413826
450010914,Merrion C,Leeds City Centre,BCT,-1.545257971604182,53.80166346750838
450010915,Merrion B,Leeds City Centre,BCT,-1.545798139443423,53.80225872340562
450010917,Merrion D,Leeds City Centre,BCT,-1.543150223303638,53.80141278510266
450010918,Headrow M,Leeds City Centre,BCT,-1.544664387733566,53.80039390370328
450010920,Headrow N,Leeds City Centre,BCT,-1.544696698110649,53.800214265555475
450010921,Headrow L,Leeds City Centre,BCT,-1.544966572397392,53.80052987045639
450010922,Headrow K,Leeds City Centre,BCT,-1.544999270541194,53.80031428155636
450010923,Willow Road,Burley,BCT,-1.576764628380941,53.80453804006122
450010924,Kirkstall Road ASDA,Burley,BCT,-1.586074939640685,53.807383759741775
450010925,Kirkstall Lights,Kirkstall,BCT,-1.601369186422463,53.81511128326532
450010926,Commercial Road,Kirkstall,BCT,-1.599336593719919,53.81324400053865
450010929,Woodside View,Burley,BCT,-1.590627795619648,53.80922394077989
450010930,Haddon Road,Burley,BCT,-1.584348051400911,53.806955355101174
450010931,Cardigan Fields,Burley,BCT,-1.580063193810408,53.805700093254934
450010932,ITV Yorkshire,Burley,BCT,-1.571530109350607,53.80264995768339
450010933,Washington Street,Burley,BCT,-1.568098791771423,53.80115463375782
450010947,Leeds City College,Woodhouse,BCT,-1.558560714233542,53.8000054121106
450010950,Woodsley Road,Hyde Park,BCT,-1.571335794604308,53.805327694253215
450010951,Burley Medical Ctr,Burley,BCT,-1.580073366933417,53.80772243212938
450010952,St Michael's Lane,Burley,BCT,-1.585527117118053,53.810581600489016
450010953,Eden Road,Kirkstall,BCT,-1.594142151898611,53.81485337692969
450010954,Church View,Kirkstall,BCT,-1.597662343295076,53.81679764671912
450010955,Kirkstall Health Centre,Kirkstall,BCT,-1.599222957514209,53.817198339108224
450010956,Norman Mount,Kirkstall,BCT,-1.601768330452833,53.81947178395395
450010957,Headingley Station,Kirkstall,BCT,-1.594682770464846,53.81706625060693
450010958,Langdale Avenue,Headingley,BCT,-1.58624699477386,53.817675617253514
450010960,Headingley Stadium,Headingley,BCT,-1.582910191258323,53.81872465268744
450010962,Headingley Station,Kirkstall,BCT,-1.594501551442047,53.81695778263045
450010963,Kirkstall Lane,Kirkstall,BCT,-1.599611569863539,53.8162648847041
450010964,Kirkstall Leisure Centre,Kirkstall,BCT,-1.601450768135089,53.81611820949366
450010965,Burley Hill Drive,Burley,BCT,-1.590869877829553,53.81399739608592
450010966,Talbot View,Burley,BCT,-1.587696968282023,53.812314770732506
450010967,St Michael's Lane,Burley,BCT,-1.585253770396703,53.81058065625528
450010968,Cardigan Road,Hyde Park,BCT,-1.573910154337417,53.806019950931855
450010969,Woodsley Road,Hyde Park,BCT,-1.56945886812,53.80474574235955
450010970,Leeds City College,Woodhouse,BCT,-1.558119018203407,53.80013860701968
450010979,Wellington Bridge,Leeds City Centre,BCT,-1.560918098812888,53.796706464021334
450010980,Canal Street,New Wortley,BCT,-1.569917495687853,53.79553465806767
450010981,Armley Prison,New Wortley,BCT,-1.575711128467048,53.79758657727255
450010983,Albion Way,New Wortley,BCT,-1.571784136351684,53.79708727517229
450010984,Armley Road Bottom,New Wortley,BCT,-1.565578391468363,53.795276351454845
450010985,The Roundhouse,New Wortley,BCT,-1.564913058565458,53.79502227596717
450010986,Ledgard Way,Armley,BCT,-1.587009145976933,53.79884836125155
450010988,Branch Road,Armley,BCT,-1.5856000823601,53.79855588717177
450010989,Pickering Street,Armley,BCT,-1.581527663709785,53.79891925281092
450010990,Armley Ridge Road,Armley,BCT,-1.60265061190184,53.801660489331184
450010991,Armley Grange Drive,Armley,BCT,-1.607559589923805,53.80277317886284
450010992,Cockshott Lane,Bramley,BCT,-1.613365237230885,53.803825642661046
450010994,Greenhill Mount,Bramley,BCT,-1.615742730170725,53.804525354358766
450010995,Cockshott Lane,Bramley,BCT,-1.613514512103484,53.80410475167081
450010996,Armley Grange Drive,Armley,BCT,-1.607420592451401,53.80302438859954
450010997,Armley Ridge Road,Armley,BCT,-1.601344896596593,53.801656159294
450010998,Moorfield Road,Armley,BCT,-1.596769364170463,53.80063421570664
450010999,Armley Park Gates,Armley,BCT,-1.591741736330301,53.79928699117595
450011002,Gipton Approach York Road,Gipton,BCT,-1.492499758303781,53.80262039273798
